chembl_id,smiles,IC50_nM_geomean,n_replicates,pIC50,activity_class,MW,ExactMW,cLogP,HBD,HBA,TPSA,RotBonds,Fsp3,HAC,Rings,ArRings,Stereo,Ro5_pass,LE,LipE,LELP,BEI,SEI,GE,LE_good,LipE_good,LELP_good,BEI_good,MPO_score,MPO_tier
CHEMBL3797873,C[C@H]1CN(c2cccc3nc(-c4nc(-c5cccc(C(=O)N(C)C)c5)cnc4N)n(C)c23)CCN1,3399.999999999999,1,5.469,Intermediate,470.581,470.2543,2.779,2,7,105.2,4,0.3077,35,5,4,1,True,0.1563,2.69,17.7799,11.6218,5.1987,17.7738,False,False,False,False,0.377,Low (<0.4)
CHEMBL3654243,c1ncc(-c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n2C2CCCC2)o1,3499.9999999999995,1,5.456,Intermediate,430.516,430.223,3.75,2,8,96.93,5,0.3913,32,6,4,0,True,0.1705,1.706,21.9941,12.6732,5.6288,13.9433,False,False,False,False,0.3816,Low (<0.4)
CHEMBL220241,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21,3499.9999999999995,1,5.456,Intermediate,570.61,570.2339,3.839,2,11,155.68,10,0.2759,42,6,5,0,False,0.1299,1.617,29.5535,9.5617,3.5046,19.7753,False,False,False,False,0.2949,Low (<0.4)
CHEMBL2163993,CCc1c(N[C@H]2CC[C@H](N)CC2)nc2ccnn2c1Nc1ccc(F)c(Cl)c1,3599.999999999998,1,5.444,Intermediate,402.905,402.1735,4.51,3,5,80.27,5,0.4,28,4,3,0,True,0.1944,0.934,23.1996,13.5119,6.7821,13.61,False,False,False,False,0.3888,Low (<0.4)
CHEMBL489083,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,3599.999999999998,1,5.444,Intermediate,441.516,441.1259,3.628,2,4,97.76,4,0.125,32,6,6,0,True,0.1701,1.816,21.3286,12.3302,5.5687,43.552,False,False,False,False,0.3534,Low (<0.4)
CHEMBL452447,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2cccnc2)c(O)c1,3599.999999999998,1,5.444,Intermediate,497.292,497.0236,3.46,3,5,91.32,4,0.0455,29,4,3,0,True,0.1877,1.984,18.4337,10.9473,5.9615,119.6484,False,False,False,False,0.3463,Low (<0.4)
CHEMBL5434272,OCCN1CCN(c2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)CC1,3699.9999999999995,1,5.432,Intermediate,487.604,487.2583,3.605,2,8,82.98,3,0.3571,36,5,3,0,True,0.1509,1.827,23.89,11.1402,6.5462,15.2114,False,False,False,False,0.3448,Low (<0.4)
CHEMBL2348168,Nc1nccc(-n2ccc3cnccc32)n1,3699.9999999999995,1,5.432,Intermediate,211.228,211.0858,1.398,1,4,69.62,1,0.0,16,3,3,0,True,0.3395,4.034,4.1178,25.7163,7.8024,,True,False,True,True,0.5885,Moderate (0.4–0.6)
CHEMBL2334964,Nc1nccc(-n2ccc3ccc(Cl)cc32)n1,3699.9999999999995,1,5.432,Intermediate,244.685,244.0516,2.656,1,3,56.73,1,0.0,17,3,3,0,True,0.3195,2.776,8.313,22.2,9.5752,,True,False,True,True,0.536,Moderate (0.4–0.6)
CHEMBL5280632,O=C(CCCn1cc(CNC2CC2)c(-c2ccccc2)n1)NO,3699.9999999999995,1,5.432,Intermediate,314.389,314.1743,2.088,3,4,79.18,8,0.4118,23,3,2,0,True,0.2362,3.344,8.84,17.278,6.8603,13.1909,False,False,True,True,0.5224,Moderate (0.4–0.6)
CHEMBL1800447,Nc1nccc(-c2cc(N3CCC(O)CC3)ccc2O)n1,3760.0000000000014,1,5.425,Intermediate,286.335,286.143,1.392,3,6,95.5,2,0.3333,21,3,2,0,True,0.2583,4.033,5.3891,18.9463,5.6806,16.2766,False,False,True,True,0.5616,Moderate (0.4–0.6)
CHEMBL3973664,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1,3769.9999999999977,1,5.424,Intermediate,460.586,460.2699,3.113,2,7,91.21,4,0.52,34,6,3,0,True,0.1595,2.311,19.5172,11.7763,5.9467,10.4308,False,False,False,False,0.3906,Low (<0.4)
CHEMBL4228654,CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,3800.0000000000014,1,5.42,Intermediate,373.416,373.1539,4.001,2,5,92.93,5,0.1429,28,4,4,0,True,0.1936,1.419,20.6663,14.5146,5.8323,37.9286,False,False,False,True,0.3846,Low (<0.4)
CHEMBL3984435,CCC(C)CN1[C@H](C)CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)C[C@@H]1C,3836.1438971967696,2,5.416,Intermediate,516.694,516.3325,4.528,2,7,91.21,6,0.5862,38,6,3,3,False,0.1425,0.888,31.7754,10.482,5.9379,9.2392,False,False,False,False,0.3287,Low (<0.4)
CHEMBL563028,Cn1nc(C(=O)NC2CCCC2)c2c1-c1nc(Nc3ccccc3)ncc1CC2,3899.9999999999977,1,5.409,Intermediate,388.475,388.2012,3.392,2,5,84.73,4,0.3636,29,5,3,0,True,0.1865,2.017,18.1877,13.9237,6.3838,14.8762,False,False,False,False,0.4121,Moderate (0.4–0.6)
CHEMBL4454044,CC(C)c1cnn2c(NCc3ccccc3N(C)C)nc(OC3CCN(C)CC3)nc12,3899.9999999999977,1,5.409,Intermediate,423.565,423.2747,3.399,1,7,70.82,7,0.5217,31,4,3,0,True,0.1745,2.01,19.4785,12.7702,7.6377,10.368,False,False,False,False,0.4061,Moderate (0.4–0.6)
CHEMBL2035053,Cc1cnc2nc1-c1ccnc(c1)OCC/C=C/COCc1cc(ccc1OCCN1CCCC1)N2,3899.9999999999977,1,5.409,Intermediate,487.604,487.2583,4.921,1,8,81.63,4,0.3929,36,5,3,0,True,0.1502,0.488,32.763,11.093,6.6262,13.7669,False,False,False,False,0.3081,Low (<0.4)
CHEMBL5427324,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2c(Cl)cccc21,3899.9999999999977,1,5.409,Intermediate,373.796,373.0829,4.093,2,4,97.4,6,0.1667,26,3,3,0,True,0.208,1.316,19.6779,14.4705,5.5534,32.4475,False,False,False,True,0.3952,Low (<0.4)
CHEMBL5558916,CC(=O)Nc1ccc(CNc2cc(NC3CCOCC3)nc3c(C(C)C)cnn23)cc1,3925.5000000000005,1,5.406,Intermediate,422.533,422.243,4.014,3,6,92.58,7,0.4348,31,4,3,0,True,0.1744,1.392,23.0161,12.7943,5.8393,12.4333,False,False,False,False,0.3798,Low (<0.4)
CHEMBL326843,CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,3930.0000000000005,1,5.406,Intermediate,351.424,351.114,2.096,3,7,94.14,3,0.4706,24,3,2,2,True,0.2252,3.31,9.3073,15.3831,5.7425,11.4875,False,False,True,True,0.5042,Moderate (0.4–0.6)
CHEMBL3949088,CCN(CC)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)C1,3960.000000000001,1,5.402,Intermediate,474.613,474.2856,3.503,2,7,91.21,6,0.5385,35,6,3,1,True,0.1543,1.899,22.7025,11.3819,5.9226,10.0316,False,False,False,False,0.3703,Low (<0.4)
CHEMBL48614,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1,3969.9999999999986,1,5.401,Intermediate,385.847,385.1081,4.177,2,5,70.0,2,0.2857,27,4,2,0,True,0.2,1.224,20.885,13.9978,7.7157,18.9044,False,False,False,False,0.3933,Low (<0.4)
CHEMBL2403108,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,3969.9999999999986,1,5.401,Intermediate,558.148,557.2227,6.362,3,8,105.24,9,0.4286,38,4,3,0,False,0.1421,-0.961,44.7713,9.6766,5.1321,12.6015,False,False,False,False,0.2863,Low (<0.4)
CHEMBL2011937,COc1ccc(-c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2)cc1,3969.9999999999986,1,5.401,Intermediate,480.366,479.0957,4.628,3,5,91.93,8,0.1739,31,4,4,0,True,0.1742,0.773,26.5672,11.2435,5.8751,31.0581,False,False,False,False,0.3162,Low (<0.4)
CHEMBL1800219,Nc1nccc(-c2cc(N3CCS(=O)(=O)CC3)ccc2O)n1,3979.9999999999973,1,5.4,Intermediate,320.374,320.0943,0.666,2,7,109.41,2,0.2857,22,3,2,0,True,0.2455,4.734,2.7128,16.8553,4.9356,18.9009,False,False,True,True,0.5533,Moderate (0.4–0.6)
CHEMBL491647,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12,3983.6164474005277,2,5.4,Intermediate,386.407,386.1267,3.638,1,4,73.47,4,0.1304,29,5,4,0,True,0.1862,1.762,19.5381,13.9749,7.3499,41.411,False,False,False,False,0.3814,Low (<0.4)
CHEMBL1809115,N#CCc1cccc(-c2c[nH]c(=O)c3cc(-c4ccncc4)sc23)c1,3981.069999999997,1,5.4,Intermediate,343.411,343.0779,4.385,1,4,69.54,3,0.05,25,4,4,0,True,0.216,1.015,20.3009,15.7246,7.7653,108.0,False,False,False,True,0.3912,Low (<0.4)
CHEMBL99689,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1,3999.9999999999995,1,5.398,Intermediate,404.474,404.1961,3.137,3,8,106.33,9,0.2273,30,3,3,1,True,0.1799,2.261,17.4375,13.3457,5.0766,23.7484,False,False,False,False,0.394,Low (<0.4)
CHEMBL122701,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12,3999.9999999999995,1,5.398,Intermediate,270.24,270.0528,2.577,3,5,90.9,1,0.0,20,3,3,0,True,0.2699,2.821,9.548,19.9748,5.9384,,False,False,True,True,0.507,Moderate (0.4–0.6)
CHEMBL5435410,O=C(O)c1cc(Br)ccc1NCCc1c[nH]c2ccccc12,3999.9999999999995,1,5.398,Intermediate,359.223,358.0317,4.283,3,2,65.12,5,0.1176,22,3,3,0,True,0.2454,1.115,17.4531,15.0269,8.2893,45.9014,False,False,False,True,0.4199,Moderate (0.4–0.6)
CHEMBL1288582,COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,3999.9999999999995,1,5.398,Intermediate,264.288,264.1011,3.115,2,3,66.59,2,0.0667,20,4,4,0,True,0.2699,2.283,11.5413,20.4247,8.1063,80.9295,False,False,False,True,0.5003,Moderate (0.4–0.6)
CHEMBL100979,Cc1nc2ccccn2c1-c1ccnc(N)n1,3999.9999999999995,1,5.398,Intermediate,225.255,225.1014,1.682,1,4,69.1,1,0.0833,17,3,3,0,True,0.3175,3.716,5.2976,23.964,7.8119,64.8019,True,False,True,True,0.581,Moderate (0.4–0.6)
CHEMBL232353,Cc1cc(N2C(=O)CNC2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,3999.9999999999995,1,5.398,Intermediate,382.328,382.0801,1.941,4,7,140.31,2,0.1053,28,4,3,0,True,0.1928,3.457,10.0674,14.1188,3.8472,51.2631,False,False,False,True,0.4338,Moderate (0.4–0.6)
CHEMBL3797828,CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4cccc(N5CCNCC5)c4[nH]3)c2)c1,3999.9999999999995,1,5.398,Intermediate,441.539,441.2277,2.986,3,6,103.17,4,0.24,33,5,4,0,True,0.1636,2.412,18.2518,12.2254,5.2321,22.4917,False,False,False,False,0.3736,Low (<0.4)
CHEMBL1933344,CN1C/C=C/CCOc2cccc(c2)-c2nc(nc3[nH]cnc23)Nc2cccc(c2)C1,4099.999999999999,1,5.387,Intermediate,412.497,412.2012,4.534,2,6,78.96,0,0.2083,31,5,4,0,True,0.1738,0.853,26.0875,13.0595,6.8224,25.8617,False,False,False,False,0.3434,Low (<0.4)
CHEMBL3701063,Cc1nccc(-c2ccc(C(=O)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1,4142.463035441596,2,5.383,Intermediate,390.874,390.1247,3.789,1,4,72.11,2,0.1364,28,3,3,0,True,0.1922,1.594,19.7138,13.7717,7.465,39.4648,False,False,False,False,0.3797,Low (<0.4)
CHEMBL487738,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1,4158.124577258359,2,5.381,Intermediate,284.728,284.0135,1.521,2,5,97.97,3,0.0,18,2,2,0,True,0.2989,3.86,5.0887,18.8987,5.4925,,False,False,True,True,0.5549,Moderate (0.4–0.6)
CHEMBL246543,CCNC(=O)N1CCC(Nc2nccc(-c3cnc4ccccn34)n2)CC1,4218.999999999998,1,5.375,Intermediate,365.441,365.1964,2.397,2,5,87.45,4,0.3684,27,4,3,0,True,0.1991,2.978,12.0392,14.7083,6.1464,14.5901,False,False,False,True,0.4561,Moderate (0.4–0.6)
CHEMBL514316,N=C(N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,4300.0,1,5.367,Intermediate,443.532,443.1416,3.313,2,5,95.42,4,0.2083,32,6,3,1,True,0.1677,2.054,19.7555,12.1006,5.6246,25.7657,False,False,False,False,0.361,Low (<0.4)
CHEMBL393659,CN(C)C(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,4358.000000000002,1,5.361,Intermediate,398.898,398.1622,3.836,2,4,77.15,3,0.35,28,4,3,0,True,0.1915,1.525,20.0313,13.4395,6.9488,15.3171,False,False,False,False,0.3944,Low (<0.4)
CHEMBL3986691,CCC(C)[C@@H]1CNC(=O)c2cc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)nc3n21,4380.000000000002,1,5.359,Intermediate,434.548,434.2543,2.652,2,7,91.21,5,0.4783,32,5,3,2,True,0.1675,2.707,15.8328,12.3324,5.8755,11.2043,False,False,False,False,0.409,Moderate (0.4–0.6)
CHEMBL232939,Cc1cc(N2C(=O)CCCC2=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,4400.000000000004,1,5.357,Intermediate,395.367,395.1005,2.929,3,7,128.28,2,0.1905,29,4,3,0,True,0.1847,2.428,15.8581,13.5494,4.176,28.1207,False,False,False,False,0.3995,Low (<0.4)
CHEMBL5512494,CC(=O)Nc1cccc(CNc2nc(OC3CCN(C)CC3)nc3c(C(C)C)cnn23)c1,4427.499999999997,1,5.354,Intermediate,437.548,437.2539,3.291,2,7,96.68,7,0.4783,32,4,3,0,True,0.1673,2.063,19.6712,12.2364,5.5379,11.1938,False,False,False,False,0.3891,Low (<0.4)
CHEMBL245925,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-n3ccc4ccccc43)n2)CC1,4442.999999999998,1,5.352,Intermediate,398.898,398.1622,3.68,2,4,75.08,4,0.35,28,4,3,0,True,0.1911,1.672,19.2569,13.417,7.1284,15.2914,False,False,False,False,0.3977,Low (<0.4)
CHEMBL3421968,COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2cn(C)c3cnccc23)n1,4473.0,1,5.349,Intermediate,429.528,429.2277,3.534,1,7,71.34,5,0.2917,32,5,4,0,True,0.1672,1.815,21.1364,12.4532,7.4979,18.3373,False,False,False,False,0.3657,Low (<0.4)
CHEMBL3929399,C[C@H](O)CN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,4479.508901654289,2,5.349,Intermediate,490.612,490.2805,2.476,3,8,111.44,5,0.5385,36,6,3,1,True,0.1486,2.873,16.6622,10.9027,4.7999,9.9331,False,False,False,False,0.3847,Low (<0.4)
CHEMBL3948158,CC(C)N1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nn2)CC1,4500.000000000001,1,5.347,Intermediate,461.574,461.2652,2.508,2,8,104.1,4,0.5417,34,6,3,0,True,0.1573,2.839,15.9441,11.5843,5.1364,9.8708,False,False,False,False,0.4009,Moderate (0.4–0.6)
CHEMBL1242832,NC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(=O)(=O)NCCOCCO)cc1)C(=O)N2,4500.000000000001,1,5.347,Intermediate,447.473,447.1213,-0.159,5,8,172.21,10,0.2105,31,3,2,0,True,0.1725,5.506,-0.9217,11.9493,3.1049,25.4014,False,True,False,False,0.4291,Moderate (0.4–0.6)
CHEMBL5275225,O=C1CC(=O)N(c2ccc(F)cc2)C(=S)N1C(=O)c1ccccc1,4500.000000000001,1,5.347,Intermediate,342.351,342.0474,2.516,0,4,57.69,2,0.0588,24,3,2,0,True,0.2228,2.831,11.2926,15.6185,9.2685,90.9354,False,False,False,True,0.4428,Moderate (0.4–0.6)
CHEMBL85015,CC(C)n1cnc2c(NCc3ccccc3)ncnc21,4500.000000000001,1,5.347,Intermediate,267.336,267.1484,3.019,1,4,55.63,4,0.2667,20,3,3,0,True,0.2674,2.328,11.2902,20.001,9.6117,20.0487,False,False,False,True,0.508,Moderate (0.4–0.6)
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,4512.45440333093,33,5.346,Intermediate,354.458,354.2168,3.202,3,6,87.89,8,0.4211,26,3,3,1,True,0.2056,2.144,15.5739,15.0822,6.0826,12.6953,False,False,False,True,0.4448,Moderate (0.4–0.6)
CHEMBL5555405,CC(C)c1cnn2c(NCc3cccc(N)c3)nc(OC3CCN(C)CC3)nc12,4518.000000000002,1,5.345,Intermediate,395.511,395.2434,2.915,2,7,93.6,6,0.4762,29,4,3,0,True,0.1843,2.43,15.8166,13.5142,5.7105,11.2243,False,False,False,False,0.427,Moderate (0.4–0.6)
CHEMBL2042135,C[C@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,4569.999999999999,1,5.34,Intermediate,490.551,490.165,5.106,2,6,94.47,8,0.25,34,3,3,1,False,0.1571,0.234,32.5016,10.8857,5.6526,21.36,False,False,False,False,0.287,Low (<0.4)
CHEMBL5201044,O=C(c1ccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)nc23)cc1)N1CCCC1,4600.000000000003,1,5.337,Intermediate,467.573,467.2321,4.36,1,5,74.35,5,0.3214,35,6,4,0,True,0.1525,0.977,28.5902,11.4143,7.1782,16.6055,False,False,False,False,0.319,Low (<0.4)
CHEMBL5428330,COc1cc(NCCc2c[nH]c3ccccc23)c(C(=O)O)cc1[N+](=O)[O-],4600.000000000003,1,5.337,Intermediate,355.35,355.1168,3.438,3,5,117.49,7,0.1667,26,3,3,0,True,0.2053,1.899,16.7462,15.019,4.5425,32.0156,False,False,False,True,0.4113,Moderate (0.4–0.6)
CHEMBL3892888,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCC(C(F)(F)F)CC5)CC4)cn3)nc12,4619.956709753888,2,5.335,Intermediate,582.675,582.3042,5.216,2,7,91.21,4,0.6,42,7,3,0,False,0.127,0.119,41.0709,9.156,5.8491,8.8917,False,False,False,False,0.2902,Low (<0.4)
CHEMBL5280858,O=C(CCCn1cc(CNC2CCCCC2)c(-c2ccccc2)n1)NO,4629.999999999997,1,5.334,Intermediate,356.47,356.2212,3.258,3,4,79.18,8,0.5,26,3,2,0,True,0.2052,2.076,15.8772,14.9634,6.7365,10.668,False,False,False,True,0.449,Moderate (0.4–0.6)
CHEMBL1081118,N[C@H](CCc1nc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,4629.999999999997,1,5.334,Intermediate,412.415,412.1511,4.806,1,5,77.83,6,0.2273,30,4,4,1,True,0.1778,0.528,27.0304,12.9336,6.8534,23.4668,False,False,False,False,0.3361,Low (<0.4)
CHEMBL2011944,COc1ccccc1-c1nc2c(NCC(O)CNC(=O)C3CCC3)c(Br)cnc2[nH]1,4650.000000000004,1,5.333,Intermediate,474.359,473.1063,3.085,4,6,112.16,8,0.381,30,4,3,1,True,0.1778,2.248,17.351,11.2425,4.7548,13.9974,False,False,False,False,0.3799,Low (<0.4)
CHEMBL504547,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1,4699.999999999997,1,5.328,Intermediate,486.265,486.0077,3.658,3,5,91.57,4,0.0476,28,4,3,0,True,0.1903,1.67,19.2223,10.957,5.8185,111.9328,False,False,False,False,0.3361,Low (<0.4)
CHEMBL3658028,CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N(C)CCN)cn3)nc2n1C1CCCC1,4699.999999999997,1,5.328,Intermediate,450.547,450.2492,2.417,2,7,122.27,7,0.4348,33,4,3,0,True,0.1615,2.911,14.9659,11.8256,4.3576,12.2539,False,False,False,False,0.3982,Low (<0.4)
CHEMBL4113081,C[C@@H]1CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1C[C@@H](C)O,4709.288693635161,2,5.327,Intermediate,504.639,504.2961,2.864,3,8,111.44,5,0.5556,37,6,3,2,False,0.144,2.463,19.8889,10.5561,4.7802,9.5878,False,False,False,False,0.3664,Low (<0.4)
CHEMBL3663760,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCNCC3)cc12,4732.86382647969,2,5.325,Intermediate,325.387,325.159,3.845,2,3,49.94,3,0.3158,24,4,3,0,True,0.2219,1.48,17.3276,16.3651,10.6628,16.8619,False,False,False,True,0.4205,Moderate (0.4–0.6)
CHEMBL317629,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cccc(Cl)c3)n2)cc1,5000.000000000004,1,5.301,Intermediate,413.909,413.1619,3.919,3,7,82.54,9,0.2381,29,3,3,1,True,0.1828,1.382,21.4387,12.8072,6.4223,22.2638,False,False,False,False,0.3631,Low (<0.4)
CHEMBL2348173,Nc1nccc(-n2ccc3ccc(O)cc32)n1,5000.000000000004,1,5.301,Intermediate,226.239,226.0855,1.708,2,4,76.96,1,0.0,17,3,3,0,True,0.3118,3.593,5.4779,23.431,6.888,,True,False,True,True,0.5627,Moderate (0.4–0.6)
CHEMBL5410597,Cc1cccc2c1c(CCNc1ccc([N+](=O)[O-])cc1C(=O)O)cn2C,5000.000000000004,1,5.301,Intermediate,353.378,353.1376,3.748,2,4,97.4,6,0.2105,26,3,3,0,True,0.2039,1.553,18.3816,15.0009,5.4425,25.1829,False,False,False,True,0.403,Moderate (0.4–0.6)
CHEMBL99948,Cc1ccc(Cl)c(Nc2ccnc(Nc3ccc(OCC(O)CN(C)C)cc3)n2)c1,5000.000000000004,1,5.301,Intermediate,427.936,427.1775,4.227,3,7,82.54,9,0.2727,30,3,3,1,True,0.1767,1.074,23.9219,12.3874,6.4223,19.4389,False,False,False,False,0.348,Low (<0.4)
CHEMBL317378,CN(C)CC(O)COc1ccc(Nc2cc(N(CCC#N)c3cc(Cl)ccc3Cl)ncn2)cc1,5000.000000000004,1,5.301,Intermediate,501.418,500.1494,4.88,2,8,97.54,11,0.2917,34,3,3,1,False,0.1559,0.421,31.3021,10.572,5.4347,18.1728,False,False,False,False,0.2899,Low (<0.4)
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,5000.000000000004,1,5.301,Intermediate,286.239,286.0477,2.282,4,6,111.13,1,0.0,21,3,3,0,True,0.2524,3.019,9.0412,18.5195,4.7701,,False,False,True,True,0.4867,Moderate (0.4–0.6)
CHEMBL1957098,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cn1,5011.869999999999,1,5.3,Intermediate,310.313,310.1066,2.07,1,6,90.14,5,0.125,23,3,3,0,True,0.2304,3.23,8.9844,17.0795,5.8797,42.4,False,False,True,True,0.4788,Moderate (0.4–0.6)
CHEMBL1957099,COc1ncc(-c2ocnc2C(=O)NCc2ccncc2)cc1Cl,5011.869999999999,1,5.3,Intermediate,344.758,344.0676,2.724,1,6,90.14,5,0.125,24,3,3,0,True,0.2208,2.576,12.337,15.3731,5.8797,42.4,False,False,False,True,0.4406,Moderate (0.4–0.6)
CHEMBL1809118,COCc1ccccc1-c1c[nH]c(=O)c2cc(-c3ccncc3)sc12,5011.869999999999,1,5.3,Intermediate,348.427,348.0932,4.465,1,4,54.98,4,0.1,25,4,4,0,True,0.212,0.835,21.0613,15.2112,9.6399,53.0,False,False,False,True,0.3714,Low (<0.4)
CHEMBL1809120,COc1cc(F)ccc1-c1c[nH]c(=O)c2cc(-c3ccncc3)sc12,5011.869999999999,1,5.3,Intermediate,352.39,352.0682,4.466,1,4,54.98,3,0.0526,25,4,4,0,True,0.212,0.834,21.066,15.0402,9.6399,100.7605,False,False,False,True,0.3653,Low (<0.4)
CHEMBL1957093,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)c(F)c1,5011.869999999999,1,5.3,Intermediate,327.315,327.1019,2.814,1,5,77.25,5,0.1176,24,3,3,0,True,0.2208,2.486,12.7446,16.1924,6.8608,45.068,False,False,False,True,0.4431,Moderate (0.4–0.6)
CHEMBL5590050,CS(=O)(=O)N1CCC(Nc2ncc(C(F)(F)F)c(-c3cnn(C4CCCCC4)c3)n2)CC1,5046.000000000004,1,5.297,Intermediate,472.537,472.1868,3.7,1,6,93.01,5,0.65,32,4,2,0,True,0.1655,1.597,22.3565,11.2097,5.6951,8.1492,False,False,False,False,0.3763,Low (<0.4)
CHEMBL487254,N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,5100.000000000005,1,5.292,Intermediate,519.63,519.1729,5.466,2,5,81.43,5,0.1667,38,7,4,1,False,0.1393,-0.174,39.2391,10.1842,6.4988,31.7457,False,False,False,False,0.251,Low (<0.4)
CHEMBL5430461,O=C(O)c1cc([N+](=O)[O-])ccc1NCCc1c[nH]c2ccccc12,5120.546845796839,2,5.291,Intermediate,325.324,325.1063,3.429,3,4,108.26,6,0.1176,24,3,3,0,True,0.2205,1.862,15.551,16.2638,4.8873,44.9915,False,False,False,True,0.4251,Moderate (0.4–0.6)
CHEMBL5572788,CS(=O)(=O)N1CCC(Nc2ncc(C(F)(F)F)c(-c3cnn(-c4ccccc4F)c3)n2)CC1,5111.000000000004,1,5.291,Intermediate,484.479,484.1305,3.323,1,6,93.01,5,0.35,33,4,3,0,True,0.1603,1.968,20.7299,10.921,5.6886,15.1171,False,False,False,False,0.3482,Low (<0.4)
CHEMBL3421978,C(=C/c1nccc(-c2c[nH]c3cnccc23)n1)\c1ccccc1,5175.999999999999,1,5.286,Intermediate,298.349,298.1218,4.19,1,3,54.46,3,0.0,23,4,4,0,True,0.2298,1.096,18.2332,17.7175,9.7062,,False,False,False,True,0.3987,Low (<0.4)
CHEMBL5281901,O=C(c1ccccc1)N1C(=O)C(C2C(=O)N(C(=O)c3ccccc3)C(=S)N(c3ccc(F)cc3)C2=O)C(=O)N(c2ccc(F)cc2)C1=S,5200.000000000001,1,5.284,Intermediate,682.686,682.0792,4.498,0,8,115.38,5,0.0588,48,6,4,2,False,0.1101,0.786,40.8538,7.74,4.5796,89.8639,False,False,False,False,0.2378,Low (<0.4)
CHEMBL245534,CN1CCN(C(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,5281.000000000004,1,5.277,Intermediate,453.978,453.2044,3.522,2,5,80.39,3,0.4348,32,5,3,0,True,0.1649,1.755,21.3584,11.6239,6.5642,12.1366,False,False,False,False,0.3637,Low (<0.4)
